#,Name,Catch Rate,HP,Male,Female,Egg Group,Held Item,Location
1,Bulbasaur,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Kanto | Route 5 | Rare | Lvl.10
Water | Hoenn | UnderwaterLvl.30-35"
223,Remoraid,190,35,50%,50%,"Water A, Water B",None,"Super Rod | Kanto | Five Isle Meadow | Uncommon | Lvl.25-40
Super Rod | Kanto | Green Path | Uncommon | Lvl.25-40
Super Rod | Kanto | Memorial Pillar | Uncommon | Lvl.25-40
Super Rod | Kanto | Outcast Island | Uncommon | Lvl.25-40
Super Rod | Kanto | Resort Gorgeous | Uncommon | Lvl.25-40
Super Rod | Kanto | Tanoby Ruins | Uncommon | Lvl.25-40
Super Rod | Kanto | Trainer Tower | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Labyrinth | Uncommon | Lvl.25-40
Super Rod | Kanto | Water Path | Uncommon | Lvl.25-40
Good Rod | Hoenn | Battle Frontier | Common | Lvl.15-30
Super Rod | Hoenn | Battle Frontier | Very Common | Lvl.30-40
Good Rod | Hoenn | Safari Zone | Rare | Lvl.15-30
Super Rod | Hoenn | Safari Zone | Common | Lvl.30-40
Super Rod | Unova | Undella Bay | Very Common | Lvl.35-55
Super Rod | Unova | Undella Town | Very Common | Lvl.35-55
Good Rod | Sinnoh | Pastoria City | Very Common | Lvl.10-25
Good Rod | Sinnoh | Pokémon League | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 212 | Common | Lvl.10-25
Good Rod | Sinnoh | Route 213 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 222 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 223 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 224 | Very Common | Lvl.10-15
Good Rod | Sinnoh | Route 230 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Sunyshore City | Very Common | Lvl.10-25
Good Rod | Sinnoh | Victory Road | Very Common | Lvl.10-25"
224,Octillery,75,75,50%,50%,"Water A, Water B",None,"Super Rod | Hoenn | Battle Frontier | Rare | Lvl.30-40
Super Rod | Hoenn | Safari Zone | Very Rare | Lvl.30-40
Super Rod | Sinnoh | Pastoria City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Pokémon League | Common | Lvl.30-55
Super Rod | Sinnoh | Route 212 | Common | Lvl.30-55
Super Rod | Sinnoh | Route 213 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 222 | Very Common | Lvl.30-55
Good Rod | Sinnoh | Route 223 | Rare | Lvl.25-35
Super Rod | Sinnoh | Route 223 | Rare | Lvl.40-55
Super Rod | Sinnoh | Route 224 | Common | Lvl.30-55
Super Rod | Sinnoh | Route 230 | Rare | Lvl.40-55
Super Rod | Sinnoh | Sunyshore City | Very Common | Lvl.30-55"
225,Delibird,45,45,50%,50%,"Water A, Field",None,"Cave | Kanto | Icefall Cave | Very Rare | Lvl.48-50
Cave | Unova | Giant Chasm | Uncommon | Lvl.48"
226,Mantine,25,85,50%,50%,Water A,None,"Water | Kanto | Tanoby Ruins | Rare | Lvl.40-50
Water | Kanto | Trainer Tower | Rare | Lvl.40-50
Water | Hoenn | Battle Frontier | Rare | Lvl.45-55
Water | Unova | Undella Bay | Very Common | Lvl.35-55
Water | Unova | Undella Town | Very Common | Lvl.35-55
Water | Sinnoh | Route 223 | Uncommon | Lvl.30-50
Water | Sinnoh | Sunyshore City | Uncommon | Lvl.30-45"
227,Skarmory,25,65,50%,50%,Flying,"Metal Coat, Sharp Beak","Grass | Kanto | Sevault Canyon | Rare | Lvl.50-52
Grass | Hoenn | Route 113 | Rare | Lvl.16-18
Grass | Sinnoh | Route 227 | Rare | Lvl.53
Grass | Sinnoh | Stark Mountain | Rare | Lvl.53-55"
228,Houndour,120,45,50%,50%,Field,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.8-16
Grass | Kanto | Route 7 (Night) | Uncommon | Lvl.19-22
Cave | Hoenn | Altering Cave | Very Rare | Lvl.8-16
Grass | Hoenn | Safari Zone | Rare | Lvl.36-39
Grass | Sinnoh | Route 214 | Uncommon | Lvl.22-24
Grass | Sinnoh | Valor Lakefront | Uncommon | Lvl.27-28"
231,Phanpy,120,90,50%,50%,Field,Passho Berry,"Grass | Kanto | Canyon Entrance | Uncommon | Lvl.48-50
Grass | Kanto | Sevault Canyon | Rare | Lvl.50-52
Grass | Hoenn | Safari Zone | Rare | Lvl.27-29"
232,Donphan,60,90,50%,50%,Field,Passho Berry,"Grass | Kanto | Sevault Canyon | Uncommon | Lvl.50-52
Cave | Kanto | Victory Road | Rare | Lvl.44-48
Grass | Hoenn | Safari Zone | Very Rare | Lvl.28-30"
234,Stantler,45,73,50%,50%,Field,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.12-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.12-20
Grass | Hoenn | Safari Zone | Very Rare | Lvl.36-39
Grass | Unova | Abundant Shrine | Uncommon | Lvl.48
Dark Grass | Unova | Abundant Shrine | Uncommon | Lvl.53"
235,Smeargle,45,55,50%,50%,Field,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-29
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-29
Cave | Hoenn | Artisan Cave | Very Common | Lvl.40-50"
239,Elekid,45,45,75%,25%,Cannot Bread,Electirizer,Grass | Kanto | Route 10 (Morning/Day) | Rare | Lvl.15
241,Miltank,45,95,0%,100%,Field,Moomoo Milk,Grass | Hoenn | Safari Zone | Very Rare | Lvl.37-40
246,Larvitar,45,50,50%,50%,Monster,Smooth Rock,Grass | Kanto | Sevault Canyon | Rare | Lvl.50-52
247,Pupitar,45,70,50%,50%,Monster,Smooth Rock,"Grass | Unova | Route 15 | Rare | Lvl.48-50
Dark Grass | Unova | Route 15 | Rare | Lvl.53-55"
252,Treecko,45,40,87.50%,12.50%,"Monster, Dragon",None,Grass | Hoenn | Route 119 | Rare | Lvl.25
255,Torchic,45,45,87.50%,12.50%,Field,None,Grass | Hoenn | Route 112 | Rare | Lvl.15
258,Mudkip,45,50,87.50%,12.50%,"Monster, Water A",None,Water | Hoenn | Route 120 | Rare | Lvl.25
261,Poochyena,255,35,50%,50%,Field,Pecha Berry,"Cave | Kanto | Altering Cave | Very Rare | Lvl.8-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.8-20
Grass | Hoenn | Petalburg Woods | Very Common | Lvl.5-6
Grass | Hoenn | Route 101 | Very Common | Lvl.2-3
Grass | Hoenn | Route 102 | Common | Lvl.3-4
Grass | Hoenn | Route 103 | Very Common | Lvl.2-4
Grass | Hoenn | Route 104 | Very Common | Lvl.4-5
Grass | Hoenn | Route 110 | Uncommon | Lvl.13
Grass | Hoenn | Route 116 | Common | Lvl.6-8
Grass | Hoenn | Route 117 | Common | Lvl.13-14
Grass | Hoenn | Route 120 | Uncommon | Lvl.25
Grass | Hoenn | Route 121 | Uncommon | Lvl.27-29
Grass | Hoenn | Route 123 | Rare | Lvl.28-30"
262,Mightyena,127,70,50%,50%,Field,Pecha Berry,"Grass | Hoenn | Route 120 | Uncommon | Lvl.25-27
Grass | Hoenn | Route 121 | Uncommon | Lvl.28-30
Grass | Hoenn | Route 123 | Uncommon | Lvl.29-31"
263,Zigzagoon,255,38,50%,50%,Field,"Oran Berry, Potion, Super Potion","Cave | Kanto | Altering Cave | Very Rare | Lvl.8-16
Cave | Hoenn | Altering Cave | Very Rare | Lvl.8-16
Grass | Hoenn | Petalburg Woods | Very Common | Lvl.5-6
Grass | Hoenn | Route 101 | Very Common | Lvl.2-3
Grass | Hoenn | Route 102 | Common | Lvl.3-4
Grass | Hoenn | Route 103 | Very Common | Lvl.3-4
Grass | Hoenn | Route 104 | Very Common | Lvl.4-5
Grass | Hoenn | Route 110 | Uncommon | Lvl.13
Grass | Hoenn | Route 116 | Common | Lvl.6-8
Grass | Hoenn | Route 117 | Common | Lvl.13-14
Grass | Hoenn | Route 118 | Very Common | Lvl.24-26
Grass | Hoenn | Route 119 | Common | Lvl.25-27
Grass | Hoenn | Route 120 | Uncommon | Lvl.25
Grass | Hoenn | Route 121 | Uncommon | Lvl.27-29
Grass | Hoenn | Route 123 | Rare | Lvl.28-30"
264,Linoone,90,78,50%,50%,Field,"Oran Berry, Potion, Super Potion","Grass | Hoenn | Route 118 | Uncommon | Lvl.26
Grass | Hoenn | Route 119 | Common | Lvl.25-27
Grass | Hoenn | Route 120 | Uncommon | Lvl.25-27
Grass | Hoenn | Route 121 | Uncommon | Lvl.28-30
Grass | Hoenn | Route 123 | Uncommon | Lvl.29-31"
265,Wurmple,255,45,50%,50%,Bug,"Pecha Berry, Bright Powder","Grass | Hoenn | Petalburg Woods | Common | Lvl.5-6
Grass | Hoenn | Route 101 | Very Common | Lvl.2-3
Grass | Hoenn | Route 102 | Very Common | Lvl.3-4
Grass | Hoenn | Route 104 | Common | Lvl.4-5
Grass | Sinnoh | Eterna Forest | Uncommon | Lvl.10-11
Grass | Sinnoh | Route 204 (Morning/Day) | Uncommon | Lvl.4-9
Grass | Sinnoh | Route 205 (Morning/Day) | Uncommon | Lvl.13"
266,Silcoon,120,50,50%,50%,Bug,None,"Grass | Hoenn | Petalburg Woods | Uncommon | Lvl.7
Grass | Sinnoh | Eterna Forest | Rare | Lvl.10-12
Grass | Sinnoh | Route 205 | Rare | Lvl.14"
267,Beautifly,45,60,50%,50%,Bug,"Shed Shell, Silver Powder","Grass | Sinnoh | Eterna Forest | Very Rare | Lvl.14
Grass | Sinnoh | Route 205 | Very Rare | Lvl.15
Grass | Sinnoh | Route 224 | Rare | Lvl.52
Grass | Sinnoh | Route 229 | Rare | Lvl.48
Grass | Sinnoh | Route 230 | Rare | Lvl.51"
268,Cascoon,120,50,50%,50%,Bug,None,"Grass | Hoenn | Petalburg Woods | Uncommon | Lvl.7
Grass | Sinnoh | Eterna Forest | Rare | Lvl.10-12
Grass | Sinnoh | Route 205 | Rare | Lvl.14"
269,Dustox,45,60,50%,50%,Bug,"Shed Shell, Silver Powder","Grass | Sinnoh | Eterna Forest | Very Rare | Lvl.14
Grass | Sinnoh | Route 205 | Very Rare | Lvl.15
Grass | Sinnoh | Route 224 | Rare | Lvl.52
Grass | Sinnoh | Route 229 | Rare | Lvl.48
Grass | Sinnoh | Route 230 | Rare | Lvl.51"
270,Lotad,255,40,50%,50%,"Water A, Plant",Mental Herb,"Water | Hoenn | Petalburg City | Uncommon | Lvl.20-30
Grass | Hoenn | Route 102 | Uncommon | Lvl.3-4
Water | Hoenn | Route 102 | Uncommon | Lvl.20-30
Water | Hoenn | Route 111 | Uncommon | Lvl.20-30
Grass | Hoenn | Route 114 | Common | Lvl.16-19
Water | Hoenn | Route 114 | Uncommon | Lvl.20-30
Water | Hoenn | Route 117 | Common | Lvl.20-30
Water | Hoenn | Route 120 | Uncommon | Lvl.25-30
Water | Hoenn | Route 123 | Uncommon | Lvl.25-30"
271,Lombre,120,60,50%,50%,"Water A, Plant",Mental Herb,"Water | Hoenn | Petalburg City (Night) | Rare | Lvl.20-30
Water | Hoenn | Route 102 (Night) | Rare | Lvl.20-30
Grass | Hoenn | Route 114 | Rare | Lvl.16-19
Water | Hoenn | Route 114 | Rare | Lvl.20-30
Water | Hoenn | Route 117 | Common | Lvl.20-30
Water | Hoenn | Route 120 | Uncommon | Lvl.25-30
Water | Hoenn | Route 123 (Night) | Rare | Lvl.25-30"
273,Seedot,255,40,50%,50%,"Field, Plant",Power Herb,"Grass | Hoenn | Route 102 | Uncommon | Lvl.3-4
Grass | Hoenn | Route 114 | Uncommon | Lvl.16-19
Grass | Hoenn | Route 117 | Uncommon | Lvl.13
Grass | Hoenn | Route 120 | Rare | Lvl.25"
274,Nuzleaf,120,70,50%,50%,"Field, Plant",Power Herb,Grass | Hoenn | Route 114 | Rare | Lvl.16-19
276,Taillow,200,40,50%,50%,Flying,Charti Berry,"Grass | Hoenn | Petalburg Woods (Morning/Day) | Rare | Lvl.5-6
Grass | Hoenn | Route 104 | Uncommon | Lvl.3-5
Grass | Hoenn | Route 115 | Very Common | Lvl.23-25
Grass | Hoenn | Route 116 | Uncommon | Lvl.6-7"
277,Swellow,45,60,50%,50%,Flying,Charti Berry,"Grass | Hoenn | Route 115 | Uncommon | Lvl.25
Grass | Unova | Giant Chasm | Common | Lvl.47
Dark Grass | Unova | Giant Chasm | Common | Lvl.52
Grass | Unova | Route 13 | Common | Lvl.47
Dark Grass | Unova | Route 13 | Common | Lvl.52"
278,Wingull,190,40,50%,50%,"Water A, Flying","Pretty Wing, Damp Rock","Water | Hoenn | Dewford Town | Very Common | Lvl.20-30
Water | Hoenn | Lilycove City | Very Common | Lvl.25-30
Grass | Hoenn | Mt. Pyre | Uncommon | Lvl.30
Grass | Hoenn | Route 103 | Common | Lvl.2-4
Water | Hoenn | Route 103 | Very Common | Lvl.20-30
Grass | Hoenn | Route 104 | Uncommon | Lvl.3-5
Water | Hoenn | Route 104 | Very Common | Lvl.20-30
Water | Hoenn | Route 105 | Very Common | Lvl.20-30
Water | Hoenn | Route 106 | Very Common | Lvl.20-30
Water | Hoenn | Route 107 | Very Common | Lvl.20-30
Water | Hoenn | Route 108 | Very Common | Lvl.20-30
Water | Hoenn | Route 109 | Very Common | Lvl.20-30
Grass | Hoenn | Route 110 | Uncommon | Lvl.13
Water | Hoenn | Route 110 | Very Common | Lvl.20-30
Grass | Hoenn | Route 115 | Uncommon | Lvl.24-26
Water | Hoenn | Route 115 | Very Common | Lvl.20-30
Grass | Hoenn | Route 118 | Uncommon | Lvl.25-27
Water | Hoenn | Route 118 | Very Common | Lvl.20-30
Water | Hoenn | Route 119 | Very Common | Lvl.20-30
Grass | Hoenn | Route 121 | Uncommon | Lvl.27-29
Water | Hoenn | Route 121 | Very Common | Lvl.25-30
Water | Hoenn | Route 122 | Very Common | Lvl.25-30
Grass | Hoenn | Route 123 | Rare | Lvl.28-30
Water | Hoenn | Route 134 | Very Common | Lvl.20-30
Water | Hoenn | Slateport City | Very Common | Lvl.20-30
Water | Unova | Route 13 | Very Common | Lvl.35-55
Water | Unova | Undella Bay | Very Common | Lvl.35-55
Water | Unova | Undella Town | Very Common | Lvl.35-55
Water | Sinnoh | Canalave City | Common | Lvl.20-30
Grass | Sinnoh | Fuego Ironworks | Uncommon | Lvl.29
Water | Sinnoh | Fuego Ironworks | Common | Lvl.20-30
Water | Sinnoh | Iron Island | Very Common | Lvl.20-30
Water | Sinnoh | Pastoria City | Common | Lvl.20-30
Water | Sinnoh | Pokémon League | Very Common | Lvl.30-40
Water | Sinnoh | Route 205 | Uncommon | Lvl.20-30
Grass | Sinnoh | Route 213 | Uncommon | Lvl.24-26
Water | Sinnoh | Route 213 | Common | Lvl.20-30
Grass | Sinnoh | Route 218 | Uncommon | Lvl.29
Water | Sinnoh | Route 218 | Common | Lvl.20-30
Water | Sinnoh | Route 219 | Very Common | Lvl.20-30
Water | Sinnoh | Route 220 | Very Common | Lvl.20-30
Grass | Sinnoh | Route 221 | Uncommon | Lvl.29
Water | Sinnoh | Route 221 | Common | Lvl.20-30
Grass | Sinnoh | Route 222 | Uncommon | Lvl.38-41
Water | Sinnoh | Route 222 | Common | Lvl.30-40
Grass | Sinnoh | Route 226 | Uncommon | Lvl.47-49
Water | Sinnoh | Route 226 | Common | Lvl.35-45
Water | Sinnoh | Route 229 | Very Common | Lvl.40-55
Grass | Sinnoh | Route 230 | Rare | Lvl.48
Water | Sinnoh | Sunyshore City | Common | Lvl.30-40
Water | Sinnoh | Valley Windworks | Common | Lvl.20-30"
279,Pelipper,45,60,50%,50%,"Water A, Flying","Pretty Wing, Damp Rock, Lucky Egg (Small)","Water | Hoenn | Battle Frontier | Very Common | Lvl.45-55
Water | Hoenn | Dewford Town | Rare | Lvl.25-30
Water | Hoenn | Ever Grande City | Very Common | Lvl.30-40
Water | Hoenn | Lilycove City | Rare | Lvl.25-30
Water | Hoenn | Mossdeep City | Very Common | Lvl.25-35
Water | Hoenn | Pacifidlog Town | Very Common | Lvl.30-40
Water | Hoenn | Route 103 | Rare | Lvl.25-30
Water | Hoenn | Route 104 | Rare | Lvl.25-30
Water | Hoenn | Route 105 | Rare | Lvl.25-30
Water | Hoenn | Route 106 | Rare | Lvl.25-30
Water | Hoenn | Route 107 | Rare | Lvl.25-30
Water | Hoenn | Route 108 | Rare | Lvl.25-30
Water | Hoenn | Route 109 | Rare | Lvl.25-30
Water | Hoenn | Route 110 | Rare | Lvl.25-30
Water | Hoenn | Route 115 | Rare | Lvl.25-30
Grass | Hoenn | Route 118 | Uncommon | Lvl.26
Water | Hoenn | Route 118 | Rare | Lvl.25-30
Water | Hoenn | Route 119 | Rare | Lvl.25-30
Grass | Hoenn | Route 121 | Uncommon | Lvl.30
Water | Hoenn | Route 121 | Rare | Lvl.25-30
Water | Hoenn | Route 122 | Rare | Lvl.25-30
Grass | Hoenn | Route 123 | Rare | Lvl.31
Water | Hoenn | Route 124 | Very Common | Lvl.25-30
Water | Hoenn | Route 125 | Very Common | Lvl.25-35
Water | Hoenn | Route 126 | Very Common | Lvl.30-35
Water | Hoenn | Route 127 | Very Common | Lvl.25-35
Water | Hoenn | Route 128 | Very Common | Lvl.30-35
Water | Hoenn | Route 129 | Very Common | Lvl.30-40
Water | Hoenn | Route 130 | Very Common | Lvl.30-40
Water | Hoenn | Route 131 | Very Common | Lvl.30-40
Water | Hoenn | Route 132 | Very Common | Lvl.30-40
Water | Hoenn | Route 133 | Very Common | Lvl.30-40
Water | Hoenn | Route 134 | Rare | Lvl.25-30
Water | Hoenn | Slateport City | Rare | Lvl.25-30
Water | Unova | Route 13 | Uncommon | Lvl.35-55
Water | Unova | Undella Bay | Uncommon | Lvl.35-55
Water | Unova | Undella Town | Uncommon | Lvl.35-55
Water | Sinnoh | Canalave City | Rare | Lvl.25-40
Water | Sinnoh | Fuego Ironworks | Rare | Lvl.25-40
Water | Sinnoh | Iron Island | Rare | Lvl.25-40
Water | Sinnoh | Pastoria City | Rare | Lvl.25-40
Water | Sinnoh | Pokémon League | Common | Lvl.35-55
Water | Sinnoh | Route 205 | Very Rare | Lvl.25-40
Water | Sinnoh | Route 213 | Rare | Lvl.25-40
Water | Sinnoh | Route 218 | Rare | Lvl.25-40
Water | Sinnoh | Route 219 | Rare | Lvl.25-40
Water | Sinnoh | Route 220 | Rare | Lvl.25-40
Water | Sinnoh | Route 221 | Rare | Lvl.25-40
Grass | Sinnoh | Route 222 | Rare | Lvl.40
Water | Sinnoh | Route 222 | Uncommon | Lvl.30-40
Water | Sinnoh | Route 223 | Very Common | Lvl.30-50
Grass | Sinnoh | Route 224 | Uncommon | Lvl.51
Water | Sinnoh | Route 224 | Very Common | Lvl.40-55
Water | Sinnoh | Route 226 | Common | Lvl.40-55
Water | Sinnoh | Route 229 | Common | Lvl.45-55
Grass | Sinnoh | Route 230 | Uncommon | Lvl.48-50
Water | Sinnoh | Route 230 | Common | Lvl.40-55
Water | Sinnoh | Sunyshore City | Uncommon | Lvl.30-50
Water | Sinnoh | Valley Windworks | Rare | Lvl.25-40"
280,Ralts,235,28,50%,50%,"Chaos, Humanoid","Dawn Stone, Destiny Knot","Grass | Hoenn | Route 102 | Rare | Lvl.4
Grass | Sinnoh | Route 208 | Uncommon | Lvl.16
Grass | Sinnoh | Route 209 | Uncommon | Lvl.16
Grass | Sinnoh | Route 212 (Morning/Day) | Very Rare | Lvl.22"
281,Kirlia,120,38,50%,50%,"Chaos, Humanoid","Dawn Stone, Destiny Knot",Grass | Sinnoh | Route 212 | Rare | Lvl.22-24
283,Surskit,200,40,50%,50%,"Water A, Bug",Honey,"Water | Hoenn | Petalburg City | Uncommon | Lvl.20-30
Grass | Hoenn | Route 102 | Rare | Lvl.3
Water | Hoenn | Route 102 | Uncommon | Lvl.20-30
Water | Hoenn | Route 111 | Uncommon | Lvl.20-30
Grass | Hoenn | Route 114 | Rare | Lvl.19
Water | Hoenn | Route 114 | Uncommon | Lvl.20-30
Grass | Hoenn | Route 117 | Rare | Lvl.14
Water | Hoenn | Route 117 | Uncommon | Lvl.20-30
Water | Hoenn | Route 120 | Common | Lvl.25-30
Water | Hoenn | Route 123 | Uncommon | Lvl.25-30
Water | Sinnoh | Route 229 | Very Common | Lvl.35-45"
284,Masquerain,75,70,50%,50%,"Water A, Bug",Silver Powder,"Water | Hoenn | Petalburg City | Rare | Lvl.22-30
Water | Hoenn | Route 102 | Rare | Lvl.22-30
Water | Hoenn | Route 111 | Rare | Lvl.20-30
Water | Hoenn | Route 114 | Rare | Lvl.22-30
Water | Hoenn | Route 117 | Rare | Lvl.22-30
Water | Hoenn | Route 120 | Rare | Lvl.25-30
Water | Hoenn | Route 123 | Rare | Lvl.25-30
Water | Sinnoh | Route 229 | Uncommon | Lvl.35-55"
285,Shroomish,255,60,50%,50%,"Fairy, Plant","Tiny Mushroom, Big Mushroom, Kebia Berry, Balm Mushroom",Grass | Hoenn | Petalburg Woods | Uncommon | Lvl.5-6
287,Slakoth,255,60,50%,50%,Field,None,"Cave | Kanto | Altering Cave | Very Rare | Lvl.12-16
Cave | Hoenn | Altering Cave | Very Rare | Lvl.12-16
Grass | Hoenn | Petalburg Woods | Rare | Lvl.5-6"
290,Nincada,255,31,50%,50%,Bug,Soft Sand,Grass | Hoenn | Route 116 | Common | Lvl.6-8
293,Whismur,190,64,50%,50%,"Monster, Field",Chesto Berry,"Cave | Hoenn | Desert Underpass | Very Common | Lvl.40-45
Grass | Hoenn | Route 116 | Common | Lvl.6-7
Cave | Hoenn | Rusturf Tunnel | Very Common | Lvl.7-10
Cave | Hoenn | Victory Road | Very Rare | Lvl.36-38"
294,Loudred,120,84,50%,50%,"Monster, Field",Chesto Berry,"Cave | Hoenn | Desert Underpass | Uncommon | Lvl.40-45
Cave | Hoenn | Victory Road | Rare | Lvl.38-42"
296,Makuhita,180,72,75%,25%,Humanoid,Black Belt,"Cave | Hoenn | Granite Cave | Very Common | Lvl.9-13
Cave | Hoenn | Victory Road | Very Rare | Lvl.36-38"
297,Hariyama,200,144,75%,25%,Humanoid,King's Rock,Cave | Hoenn | Victory Road | Rare | Lvl.38-42
299,Nosepass,255,30,50%,50%,Mineral,"Hard Stone, Magnet, Float Stone","Cave | Sinnoh | Mt. Coronet | Rare | Lvl.14-37
Grass | Sinnoh | Mt. Coronet | Rare | Lvl.38"
300,Skitty,255,50,25%,75%,"Field, Fairy",Pecha Berry,Grass | Hoenn | Route 116 | Rare | Lvl.8
302,Sableye,45,50,50%,50%,Humanoid,Wide Lens,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Cave Of Origin | Uncommon | Lvl.33-36
Cave | Hoenn | Granite Cave | Rare | Lvl.9-12
Cave | Hoenn | Sky Pillar | Common | Lvl.37-38
Cave | Hoenn | Sky PillarLvl.35-37
Cave | Hoenn | Victory Road | Uncommon | Lvl.38-44
Cave | Unova | Challenger's Cave | Uncommon | Lvl.49"
303,Mawile,45,50,50%,50%,"Field, Fairy","Iron Ball, Occa Berry","Cave | Kanto | Altering Cave | Very Rare | Lvl.12-25
Cave | Hoenn | Altering Cave | Very Rare | Lvl.12-25
Cave | Hoenn | Cave Of Origin | Uncommon | Lvl.33-36
Cave | Hoenn | Granite Cave | Rare | Lvl.9-12
Cave | Hoenn | Sky Pillar | Common | Lvl.37-38
Cave | Hoenn | Victory Road | Uncommon | Lvl.38-44
Cave | Unova | Challenger's Cave | Uncommon | Lvl.49"
304,Aron,180,50,50%,50%,Monster,Hard Stone,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Granite Cave | Uncommon | Lvl.10-13
Cave | Hoenn | Victory Road | Very Rare | Lvl.36-38"
305,Lairon,90,60,50%,50%,Monster,Hard Stone,Cave | Hoenn | Victory Road | Common | Lvl.40-44
307,Meditite,180,30,50%,50%,Humanoid,None,"Grass | Hoenn | Mt. Pyre | Very Common | Lvl.28-31
Cave | Hoenn | Victory Road | Very Rare | Lvl.38
Grass | Sinnoh | Acuity Lakefront | Uncommon | Lvl.35
Cave | Sinnoh | Mt. Coronet | Rare | Lvl.14-35
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18-19
Grass | Sinnoh | Route 210 | Rare | Lvl.27-29
Grass | Sinnoh | Route 211 | Common | Lvl.13-29
Grass | Sinnoh | Route 216 | Common | Lvl.32-34
Grass | Sinnoh | Route 217 | Uncommon | Lvl.35"
308,Medicham,90,60,50%,50%,Humanoid,None,"Cave | Hoenn | Victory Road | Common | Lvl.40-44
Grass | Sinnoh | Acuity Lakefront | Rare | Lvl.37
Cave | Sinnoh | Mt. Coronet | Common | Lvl.37-41
Grass | Sinnoh | Mt. Coronet | Common | Lvl.38-40
Grass | Sinnoh | Route 217 | Rare | Lvl.37
Cave | Sinnoh | Victory Road | Uncommon | Lvl.44-52"
309,Electrike,120,40,50%,50%,Field,None,"Grass | Hoenn | Route 110 | Common | Lvl.12-13
Grass | Hoenn | Route 118 | Common | Lvl.24-26"
310,Manectric,45,70,50%,50%,Field,None,Grass | Hoenn | Route 118 | Uncommon | Lvl.26
311,Plusle,200,60,50%,50%,Fairy,Cell Battery,Grass | Hoenn | Route 110 | Uncommon | Lvl.12-13
312,Minun,200,60,50%,50%,Fairy,Cell Battery,Grass | Hoenn | Route 110 | Uncommon | Lvl.12-13
313,Volbeat,150,65,100%,0%,"Bug, Humanoid",Bright Powder,"Grass | Hoenn | Route 117 | Uncommon | Lvl.13-14
Grass | Sinnoh | Route 229 | Rare | Lvl.50"
314,Illumise,150,65,0%,100%,"Bug, Humanoid",Bright Powder,"Grass | Hoenn | Route 117 | Uncommon | Lvl.13-14
